PAYM,PAYM_I,PAYM_D,PAYM_A,PAYM_R,Press.Direct,Press.Brand,OOH Spend,Radio,TV,Display.Direct,Display.Brand,FTSE ,Libor,Consumer_Conf,InfRate,VF.Share,Con.VF.Yes,Con.VF.No,BAS.VF,VF.Emotion,VF.Perf.Support,Sales.Season,Natural.Season,Vodafone_A,Vodafone_B,Vodafone_C,Vodafone_D,O2_A_diff,O2_B_diff,O2_D_diff,Orange_B_diff,Orange_D_diff,T-Mobile_B_diff
59776,16759,43017,28498,31278,126535.08,91058,110000,15146.16,326648.93,241538.4,0.00000001,5185.26,0.8438571,-30.2857143,0.5285714,0.184016157,46.7,18.4,92.30769231,35.05291367,2.315199988,Pre_Launch,Autumn,11.75,24.13,40.6,59.5,0.25,-0.55,0.36,-0.52,15.5,-0.5
63749,15140,48609,28393,35356,177543.88,57615,72700,15146.16,277686.61,244184.22,0.00000001,5143.36,0.909,-32,0.1,0.1904,77.3,23.5,93.61702128,35.97159958,3.552400112,Pre_Launch,Autumn,11.75,24.13,40.6,59.5,0.25,-0.55,0.36,-0.52,15.5,-0.5
89819,16431,73388,44751,45068,101676.74,54991,20700,15146.16,277686.61,224295,0.00000001,5421.26,0.909,-32,0.1,0.1904,76,23.5,97.7443609,35.97159958,3.552400112,Launch,Autumn,11.75,24.13,40.6,59.5,0.25,-0.55,0.36,-1.76,1.5,0.01
80393,17780,62613,38925,41468,172979.32,80364,20700,15146.16,277686.61,241199.29,0.00000001,5434.18,0.909,-32,0.1,0.1904,73.1,20.6,94.83870968,35.97159958,3.552400112,Launch,Autumn,11.75,24.13,40.6,59.5,0.25,-0.55,0.36,-1.37,1.5,0.01
69079,14191,54888,32204,36875,93513.92,81267,20700,15146.16,277686.61,201217.57,0.00000001,5608.56,0.909,-32,0.1,0.1904,79.3,19.3,92.99363057,35.97159958,3.552400112,Launch,Autumn,11.75,24.13,40.6,59.5,0.25,-0.55,0.36,-1.37,1.5,0.01
71515,16450,55065,34708,36807,379104.68,32704,441366.67,71179.96,284732.29,193564.31,0.00000001,5504.54,0.974,-31.2857143,0.1714286,0.182147253,89.5,26.3,95.51282051,36.98081316,3.970614229,Launch,Autumn,11.75,24.13,40.6,59.5,0.25,-0.55,0.36,-1.37,1.5,0.01
68173,14920,53253,33790,34383,223783.74,11699,420666.67,91318.78,290016.56,178219.7,0.00000001,5505.74,1,-31,0.2,0.178846154,86.4,11.3,97.05882353,37.3844986,4.137899876,Launch,Autumn,12.17,24.13,40.45,59.5,-0.17,-0.55,0.36,-1.76,1.5,-0.73
67865,16245,51620,32378,35487,386073.34,93998,999020.47,184249.63,290016.56,183995.3,0.00000001,5466.28,1,-31,0.2,0.178846154,81.6,17.7,96.25,37.3844986,4.137899876,Launch,Autumn,12.17,24.13,40.45,59.5,-0.17,-0.55,0.36,-1.76,1.5,-0.73
74233,17877,56356,37267,36966,210969.88,42700,578353.81,30094.32,290016.56,136451.55,0.00000001,5172.28,1,-31,0.2,0.178846154,85.7,19,94.44444444,37.3844986,4.137899876,Launch,Autumn,12.17,24.13,40.45,59.5,-0.17,-0.55,0.36,-1.76,1.5,-0.73
76748,21034,55714,37374,39374,187593.18,93052,584019.35,30094.32,295983.82,189420.78,40794,5439.36,1.0428571,-31.8571429,0.2857143,0.173129652,85.7,19.8,94.54545455,36.94907052,3.995742798,Launch,Autumn,12.17,24.13,40.45,59.5,-0.17,-0.55,0.36,-1.76,1.5,-0.73
76923,19708,57215,37856,39067,225736.12,5806,175566.02,30094.32,310901.96,244821.73,36996.78,5539.32,1.1,-33,0.4,0.16550765,59.1,20,98.37398374,36.36849976,3.806200027,Launch,Autumn,12.17,24.13,40.45,59.5,-0.17,-0.55,0.36,-1.76,1.5,-0.73
80145,21812,58333,39679,40466,335832.36,0.00000001,525086.65,30094.32,310901.96,224183.46,6774.59,5414.6,1.1,-33,0.4,0.16550765,87.5,18.4,98.4375,36.36849976,3.806200027,Launch,Autumn,11.75,23.59,40.45,59.5,0.25,-0.01,0.36,-0.72,1.5,-0.19
76994,21189,55805,38692,38302,4990,0.00000001,349520.63,30094.32,310901.96,128729.62,6774.59,5428.8,1.1,-33,0.4,0.16550765,84.6,23.7,97.11538462,36.36849976,3.806200027,Launch,Autumn,11.75,23.59,40.45,59.5,0.25,-0.01,0.36,-1.09,1.5,-0.19
50708,14898,35810,22945,27763,0.00000001,0.00000001,349520.63,30094.32,310901.96,67148.54,6774.59,5548.833333,1.1,-33,0.4,0.16550765,72.4,21.9,92.64705882,36.36849976,3.806200027,Launch,Winter,11.75,23.59,40.45,59.5,0.25,-0.01,0.36,-1.09,1.5,-0.19
51922,12870,39052,24796,27126,167643.2,28135,114299.09,30094.32,522455.07,237923.65,6774.59,5660.6,1.115,-29,-0.5,0.150779896,76.5,22.4,98.55072464,35.21649933,2.577300072,Launch,Winter,11.75,23.59,40.45,59.5,0.25,-0.01,0.36,-1.09,1.5,-0.19
53239,14740,38499,25200,28039,106745.22,45126,44693.25,30094.32,557713.92,191344.4,6774.59,5655.76,1.115,-29,-0.5,0.150779896,87.1,26.9,96.47577093,35.21649933,2.577300072,Launch,Winter,11.75,23.59,40.45,59.5,0.25,-0.16,0.36,-1.09,1.5,-0.19
52382,16719,35663,24256,28126,100092.33,49563,44693.25,30094.32,557713.92,156792.8,0.00000001,5704.68,1.115,-29,-0.5,0.150779896,82.6,15.7,96.1038961,35.21649933,2.577300072,Launch,Winter,11.75,23.59,40.45,59.5,0.25,-0.16,0.36,-1.09,1.5,-0.19
51928,16531,35397,24100,27828,102628.93,44715,630834.92,66548.1,557713.92,89239.23,0.00000001,5757.24,1.115,-29,-0.5,0.150779896,85.2,20,98,35.21649933,2.577300072,Launch,Winter,11.75,23.59,40.45,59.5,0.25,-0.16,0.36,-1.09,1.5,-0.19
54032,18577,35455,25342,28690,133471.93,0.00000001,630834.92,66548.1,650710.42,156295.36,0.00000001,5768.12,1.0898571,-29,0.1285714,0.149907802,83.3,24.8,92.92035398,34.8910141,2.802842821,Post_Launch,Winter,11.75,23.59,40.45,59.5,0.25,-0.16,0.36,-0.72,1.5,-0.13
48823,14825,33998,24093,24730,22195,16345,731978.03,66548.1,774705.75,210696.15,0.00000001,5881.26,1.071,-29,0.6,0.149253731,84,16.5,96.25668449,34.64690018,2.971999884,Post_Launch,Winter,11.75,23.29,40.45,59.5,0.25,0.29,0.36,-0.79,1.5,0.14
49846,15789,34057,23083,26763,156052.9,11655,731978.03,75949.41,774705.75,208179.09,0.00000001,5897.66,1.071,-29,0.6,0.149253731,96.3,17.7,93.33333333,34.64690018,2.971999884,Post_Launch,Winter,11.75,22.78,40.64,59.5,0.25,0.81,0.36,-0.28,1.5,0.65
48352,16425,31927,23084,25268,53793.6,25298,731978.03,91463.43,774705.75,290375.9,0.00000001,5932.6,1.071,-29,0.6,0.149253731,75.8,24.6,98,34.64690018,2.971999884,Post_Launch,Winter,12.17,22.78,40.64,59.5,-0.17,0.81,0.36,0.09,1.5,0.68
46552,15526,31026,22784,23768,0.00000001,26809,675860.19,82062.12,553361.25,198991.82,0.00000001,5911.46,1.0448571,-29.8571429,0.4714286,0.148758512,85.7,21.4,97.4137931,35.56044388,3.178457158,Post_Launch,Winter,12.17,22.78,40.64,59.5,-0.17,0.81,0.36,0.09,1.5,0.68
41279,11288,29991,21423,19856,0.00000001,12751,858990.85,68863.3,0.00000001,154847.09,8632.09,5835.84,1.01,-31,0.3,0.148387097,84,21.1,95.79831933,36.24560165,3.333300114,Post_Launch,Winter,12.17,22.78,40.64,59.5,-0.17,0.81,0.36,0.09,1.5,0.68
41862,11487,30375,21272,20590,101845,8787,183130.67,32409.51,0.00000001,169134.81,0.00000001,5940.08,1.01,-31,0.3,0.148387097,81.3,12.1,94.73684211,36.24560165,3.333300114,Post_Launch,Winter,12.17,22.78,40.64,59.5,-0.17,0.81,0.36,0.09,1.5,0.68
41291,11312,29979,21374,19917,156265.6,5130,183130.67,32409.51,0.00000001,145933.61,0.00000001,5889,1.01,-31,0.3,0.148387097,78.6,24.4,92.42424242,36.24560165,3.333300114,Post_Launch,Winter,12.17,22.78,40.64,59.5,-0.17,0.81,0.36,0.09,1.5,0.68
43419,13070,30349,22056,21363,0.00000001,5100,0.00000001,32409.51,0.00000001,113363.83,0.00000001,5818.34,1.01,-31,0.3,0.148387097,78.9,22.3,94.16666667,36.24560165,3.333300114,Post_Launch,Spring,12.17,22.78,40.64,59.5,-0.17,1.36,-0.5,0.09,1.5,0.49
44584,11858,32726,22717,21867,155095,0.00000001,37730.33,32409.51,572179.67,153099.7,49311.3,5785.175,1.049,-31,0.6,0.156504065,70.7,13.6,95.97315436,34.30369949,3.141400099,Post_Launch,Spring,12.17,22.78,40.64,59.5,-0.17,1.36,-0.5,0.09,1.5,0.49
46342,11988,34354,22346,23996,170132,0.00000001,37730.33,17461.35,667542.95,118221.35,75352.97,5648.125,1.049,-31,0.6,0.156504065,73.9,21.8,94.70198675,34.30369949,3.141400099,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.95,1.5,-0.55
49535,13465,36070,23859,25676,180858,0.00000001,37730.33,17461.35,667542.95,103802.37,137151.7,5739.04,1.049,-31,0.6,0.156504065,83.3,23.3,95.68345324,34.30369949,3.141400099,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.95,1.5,-0.55
50881,14054,36827,24984,25897,93597,0.00000001,4397,146717.63,667542.95,144956.53,73043,5723.96,1.049,-31,0.6,0.156504065,69.6,20.8,95.33333333,34.30369949,3.141400099,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.95,1.5,-0.55
50341,14056,36285,24785,25556,102177.64,0.00000001,4397,146717.63,708703.37,115196.53,73043,5745.94,1.0582857,-29.5714286,0.1,0.152868525,83.3,20.5,95.51282051,32.97884151,2.011685763,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.95,1.5,-0.55
47391,11831,35560,24271,23120,137664.01,0.00000001,0.00000001,146717.63,739573.68,123972.59,188148.4,5551,1.062,-29,-0.1,0.151414309,73.1,16.7,96.75324675,32.44889832,1.559800029,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.95,1.5,-0.55
45623,11274,34349,19702,25921,44308.37,0.00000001,0.00000001,146717.63,739573.68,144465.24,44018.17,5382.88,1.062,-29,-0.1,0.151414309,88.9,22.2,98.64864865,32.44889832,1.559800029,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.95,1.5,-0.55
45323,12999,32324,21469,23854,229316.52,0.00000001,0.00000001,17461.35,739573.68,113976.86,0.00000001,5335.14,1.062,-29,-0.1,0.151414309,83.3,14.6,92.70833333,32.44889832,1.559800029,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.95,1.5,-0.55
56110,16413,39697,27324,28786,34659.87,32843,0.00000001,17461.35,706609.46,122171.08,0.00000001,5325.16,1.064,-29,-0.1857143,0.150852077,79.2,16.3,97.70992366,33.08238438,1.817142878,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.44,1.5,-0.55
51628,14806,36822,25419,26209,141510.6,23099,0.00000001,17461.35,508824.14,92026.42,5767.01,5422.333333,1.069,-29,-0.4,0.149446494,88,16.3,92.08633094,34.66609955,2.460500002,Post_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.44,1.5,-0.55
58460,17444,41016,27685,30775,84405,55380,205901.34,17461.35,508824.14,103927.68,25894.81,5467.14,1.069,-29,-0.4,0.149446494,71.4,12.5,96.42857143,34.66609955,2.460500002,Pre_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
53805,14707,39098,26803,27002,157583.64,23529,205901.34,17461.35,508824.14,214895.59,29131.92,5555.96,1.069,-29,-0.4,0.149446494,87,22.1,97.85714286,34.66609955,2.460500002,Pre_Launch,Spring,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
55824,15836,39988,27434,28390,90395.79,8559,205901.34,17461.35,508824.14,194877.88,29131.92,5497.14,1.069,-29,-0.4,0.149446494,88.2,27.6,93.37016575,34.66609955,2.460500002,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
55466,14716,40750,27581,27885,200474.45,4035,40000,17461.35,226379.25,171521.15,29131.92,5673.6,1.065,-29,0.1,0.151470588,75,15.6,91.27516779,36.90520096,3.398900032,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
61879,16678,45201,30758,31121,119104.9,0.00000001,40000,17461.35,179305.11,225950.71,29131.92,5646.06,1.065,-29,0.1,0.151470588,75.9,15.8,95.36423841,36.90520096,3.398900032,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
59195,16558,42637,29198,29997,104756.5,1980,41875,15146.16,179305.11,215286.93,11846.22,5668.66,1.065,-29,0.1,0.151470588,75.9,24.3,90.27777778,36.90520096,3.398900032,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
60985,17493,43492,29638,31347,162639.7,0.00000001,0.00000001,15146.16,179305.11,138596.13,11846.22,5546.36,1.065,-29,0.1,0.151470588,85.7,21.3,95.48387097,36.90520096,3.398900032,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
61952,18542,43410,30088,31864,74986.73,18645,0.00000001,15146.16,158229.17,79809.45,14409.55,5698.26,1.0518571,-29,0.3285714,0.148227048,85,16.5,96,35.04057258,3.1609572,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
45572,11149,34423,18565,27007,90460.26,27664,0.00000001,26921.55,130127.93,88101.29,25796.36,5838.9,1.042,-29,0.5,0.145794393,95.2,22.5,96.18320611,33.64210129,2.982500076,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
59198,16575,42623,28009,31189,96393.55,16991,0.00000001,26921.55,130127.93,125379.34,25796.36,5843.32,1.042,-29,0.5,0.145794393,88.2,19.8,91.26984127,33.64210129,2.982500076,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
58952,17468,41484,28500,30452,203003.37,3775,0.00000001,204519.89,130127.93,103317.3,97050.7,5801.86,1.042,-29,0.5,0.145794393,80,23.4,95.8677686,33.64210129,2.982500076,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
56608,17148,39460,27034,29574,90728.4,29047,0.00000001,204519.89,130127.93,119290.6,89017.36,5737.55,1.036,-28.8571429,0.4857143,0.145631492,63.2,18.4,95.93495935,33.55715833,2.958142928,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
53504,15660,37844,26122,27382,28305.9,131211,71926.67,204519.89,174227.72,148046.71,43232.55,5732.08,1,-28,0.4,0.144654088,85.7,16.3,95.1048951,33.04750061,2.812000036,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
67898,15742,52156,29159,38739,49998.3,274657,71926.67,204519.89,174227.72,167418.11,126232,5820.58,1,-28,0.4,0.144654088,62.5,16.8,95.54140127,33.04750061,2.812000036,Pre_Launch,Summer,11.75,23.82,40.64,59.5,-0.14,1.34,-0.5,-0.78,1.5,-0.55
87973,19998,67975,38985,48988,68747.7,264428,72926.67,204519.89,174227.72,156466.17,123932.5,5871.48,1,-28,0.4,0.144654088,75,17.6,94.96402878,33.04750061,2.812000036,Pre_Launch,Summer,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
83039,25241,57798,39360,43679,67438.9,149662,68193.33,14061.46,174227.72,105637.25,130536.8,5797.62,1,-28,0.4,0.144654088,69,15.3,93.78881988,33.04750061,2.812000036,Pre_Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
76246,24877,51369,33494,42752,97690.38,450428,68193.33,14061.46,49779.35,143418.93,65898.45,5830.92,0.9305714,-29.7142857,0.4857143,0.144654088,66.7,16.3,95,33.04750061,2.812000036,Pre_Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
67721,18096,49625,31411,36310,89738.49,192490,58833.33,14061.46,0.00000001,175237.55,312374.7,5810.36,0.919,-30,0.5,0.146666667,72,24.8,98.29545455,33.12440109,1.727100015,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
62153,17324,44829,28721,33432,165533.79,44191,0.00000001,14061.46,0.00000001,159371.44,80354.47,5880.02,0.919,-30,0.5,0.146666667,75.9,17.1,96,33.12440109,1.727100015,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
65354,20313,45041,29844,35510,140559.89,774687,0.00000001,14061.46,0.00000001,143193.26,536668.4,5819.46,0.919,-30,0.5,0.146666667,90.5,19.7,96.1038961,33.12440109,1.727100015,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
68563,21386,47177,33015,35548,240693.56,477805,671767.33,14061.46,276850.49,118314.29,130852.2,5831.62,0.895,-26.5714286,0.3714286,0.145034014,65.5,17.9,94.73684211,33.54761505,1.976528542,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
62306,17934,44372,29373,32933,147239.85,117430,671767.33,14061.46,968976.71,143067.25,120058.8,5812.26,0.863,-22,0.2,0.142857143,75,22.4,94.4,34.11190033,2.309099913,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
68014,19975,48039,31653,36361,96992.3,3600,671767.33,43479.76,968976.71,114418.44,120120,5711.8,0.863,-22,0.2,0.142857143,76.5,19.8,93.44262295,34.11190033,2.309099913,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
63899,19342,44557,31593,32306,94943.31,131772,0.00000001,14061.46,968976.71,114160.47,637601.5,5769.58,0.863,-22,0.2,0.142857143,70.8,23,94.01709402,34.11190033,2.309099913,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
68425,23185,45240,33435,34990,89210.03,122813,221212.83,11775.39,968976.71,137658.76,702877.3,5825.36,0.8608571,-23,0.2428571,0.141510263,87.5,26,92.62295082,33.91198621,2.306771347,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
67471,22467,45004,32430,35041,106653.13,32087,221212.83,11775.39,510452.73,109823.81,122713.4,5889.62,0.848,-29,0.5,0.133428981,92,19.2,96.66666667,32.71250153,2.29279995,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
66697,22024,44673,32433,34264,163846.95,0.00000001,465336.38,11775.39,510452.73,100856.76,121024.6,5928.78,0.848,-29,0.5,0.133428981,76.5,16.8,95.14563107,32.71250153,2.29279995,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
74132,25164,48968,39438,34694,19093.25,0.00000001,244123.54,0.00000001,510452.73,97685.4,89665.77,5941.58,0.848,-29,0.5,0.133428981,70,13.4,94.26751592,32.71250153,2.29279995,Launch,Autumn,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
43242,17088,26154,21860,21382,2062.53,0.00000001,244123.54,0.00000001,510452.73,116085.02,38840.8,5999.733333,0.8346667,-27.75,0.0833333,0.133428981,65,26.6,91.90751445,32.71250153,2.29279995,Launch,Winter,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
46642,16499,30143,23429,23213,35941.59,0.00000001,92679.37,0.00000001,218765.46,63181.68,18276.1,6056.283333,0.8231111,-26.6666667,-0.2777778,0.118479709,91.7,20.4,91.30434783,33.86807142,2.340299913,Launch,Winter,13,24,37.25,59.5,-1.39,1.16,-0.5,-0.96,1.5,-0.73
50580,16320,34260,24267,26313,159983.5,20286,0.00000001,105761.08,0.00000001,54288.71,490890.8,6123.2,0.816,-26,-0.5,0.1125,70.6,21.5,92.43697479,34.33029938,2.359299898,Launch,Winter,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
40214,12971,27243,18395,21819,80617.76,69375,202475,105761.08,0.00000001,72329.36,490890.8,6221.44,0.816,-26,-0.5,0.1125,70.6,18.3,90.90909091,34.33029938,2.359299898,Launch,Winter,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
47977,14569,33408,22144,25833,109486.24,37046,202475,105761.08,0.00000001,71289.04,581438.7,6316.16,0.8005714,-26,-0.1571429,0.1125,78.6,18.5,90.5982906,34.33029938,2.359299898,Launch,Winter,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
47040,14069,32971,19643,27397,90321.2,62439,250976.67,105761.08,0.00000001,68933.29,554563.9,6263.44,0.762,-26,0.7,0.123579147,92.3,17.5,93.5483871,33.70444271,2.039185626,Post_Launch,Winter,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
50844,15781,35063,24064,26780,81180.8,51583,48501.67,116176.16,0.00000001,73030.13,556842.3,6326.06,0.762,-26,0.7,0.151277014,75,24.8,93.61702128,32.13980103,1.238899946,Post_Launch,Winter,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
53343,18206,35137,26644,26699,89379.5,46323,192449.67,0.00000001,0.00000001,76767.9,554451.7,6343.98,0.762,-26,0.7,0.151277014,83.3,12.8,96.37681159,32.13980103,1.238899946,Post_Launch,Winter,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
55916,19363,36553,27558,28358,100975.1,2395,151805.14,0.00000001,0.00000001,81884.76,598677.3,6338.22,0.7542857,-26,0.5857143,0.151277014,68,21.9,94.44444444,32.13980103,1.238899946,Post_Launch,Winter,13,24,37.25,59.5,-2.72,-0.11,-0.5,-0.96,1.5,-0.73
49512,20360,29152,21813,27699,90579.5,0.00000001,151805.14,26440.86,0.00000001,122816.85,573674.5,6355.4,0.76,-26,0.8,0.145573047,69.6,14.5,92.45283019,32.31865801,1.58915707,Post_Launch,Winter,13,24,37.25,59.5,-1.81,0.38,-1.5,-0.96,1.5,-0.73
61010,20444,40566,27906,33104,160988.4,0.00000001,151805.14,26440.86,0.00000001,105868.98,113048.3,6345.6,0.74,-26,0.4,0.131313131,86.4,18.3,95,32.76580048,2.464799881,Post_Launch,Winter,13,24,37.25,59.5,-1.81,0.06,-1.5,-0.42,1.5,-0.03
